Key,Category,Screen,Type,English,Hebrew,Russian
"privacy_policy_section_3_title","privacy","general","text","**3. Information Sharing**","**3. שיתוף מידע**","**3. Обмен информацией**"
"privacy_policy_section_4_1","privacy","general","text","**4.1 Encryption:** We use advanced encryption technologies (SSL/TLS) to protect your information during transmission over the internet.","**4.1 הצפנה:** אנו משתמשים בטכנולוגיות הצפנה מתקדמות (SSL/TLS) להגנה על המידע שלכם במהלך העברה דרך האינטרנט.","**4.1 Шифрование:** Мы используем передовые технологии шифрования (SSL/TLS) для защиты вашей информации во время передачи через интернет."
"privacy_policy_section_4_2","privacy","general","text","**4.2 Limited Access:** Access to your personal information is limited to authorized employees who need the information to perform their duties.","**4.2 גישה מוגבלת:** הגישה למידע האישי שלכם מוגבלת לעובדים מורשים הזקוקים למידע לביצוע תפקידיהם.","**4.2 Ограниченный доступ:** Доступ к вашей персональной информации ограничен авторизованными сотрудниками, которым нужна информация для выполнения их обязанностей."
"privacy_policy_section_4_3","privacy","general","text","**4.3 Backup and Recovery:** We perform regular data backups and maintain emergency recovery plans.","**4.3 גיבוי ושחזור:** אנו מבצעים גיבויי נתונים קבועים ושומרים על תוכניות שחזור חירום.","**4.3 Резервное копирование и восстановление:** Мы выполняем регулярное резервное копирование данных и поддерживаем планы экстренного восстановления."
"privacy_policy_section_4_4","privacy","general","text","**4.4 Security Updates:** We regularly update our security systems to address new threats.","**4.4 עדכוני אבטחה:** אנו מעדכנים באופן קבוע את מערכות האבטחה שלנו להתמודדות עם איומים חדשים.","**4.4 Обновления безопасности:** Мы регулярно обновляем наши системы безопасности для противодействия новым угрозам."
"privacy_policy_section_4_5","privacy","general","text","**4.5 Security Audits:** We conduct periodic security audits by professional external parties.","**4.5 ביקורות אבטחה:** אנו עורכים ביקורות אבטחה תקופתיות על ידי גורמים חיצוניים מקצועיים.","**4.5 Аудиты безопасности:** Мы проводим периодические аудиты безопасности профессиональными внешними сторонами."
"privacy_policy_section_4_title","privacy","general","text","**4. Information Security**","**4. אבטחת מידע**","**4. Безопасность информации**"
"privacy_policy_section_5_1","privacy","general","text","**5.1 Right of Access:** You have the right to request access to the personal information we hold about you.","**5.1 זכות גישה:** יש לכם זכות לבקש גישה למידע האישי שאנו שומרים עליכם.","**5.1 Право доступа:** У вас есть право запросить доступ к персональной информации, которую мы храним о вас."
"privacy_policy_section_5_10","privacy","general","text","**5.10 No Fee:** Exercising your rights is free of charge, except in cases of multiple or unreasonable requests.","**5.10 ללא תשלום:** מימוש זכויותיכם הוא ללא תשלום, למעט במקרים של בקשות מרובות או בלתי סבירות.","**5.10 Без платы:** Осуществление ваших прав бесплатно, за исключением случаев множественных или неразумных запросов."
"privacy_policy_section_5_11","privacy","general","text","**5.11 Identity Verification:** We may request identity verification before exercising your rights.","**5.11 אימות זהות:** אנו עשויים לבקש אימות זהות לפני מימוש זכויותיכם.","**5.11 Проверка личности:** Мы можем запросить проверку личности перед осуществлением ваших прав."
"privacy_policy_section_5_12","privacy","general","text","**5.12 Request Documentation:** Every request is documented and handled professionally.","**5.12 תיעוד בקשות:** כל בקשה מתועדת ומטופלת באופן מקצועי.","**5.12 Документирование запросов:** Каждый запрос документируется и обрабатывается профессионально."
"privacy_policy_section_5_13","privacy","general","text","**5.13 Legal Counsel:** You have the right to receive legal counsel on privacy matters.","**5.13 ייעוץ משפטי:** יש לכם זכות לקבל ייעוץ משפטי בעניינים הקשורים לפרטיות.","**5.13 Юридическая консультация:** У вас есть право получить юридическую консультацию по вопросам конфиденциальности."
"privacy_policy_section_5_14","privacy","general","text","**5.14 Status Updates:** We will update you on the progress of handling your request.","**5.14 עדכוני סטטוס:** נעדכן אתכם על התקדמות הטיפול בבקשתכם.","**5.14 Обновления статуса:** Мы будем обновлять вас о ходе обработки вашего запроса."
"privacy_policy_section_5_15","privacy","general","text","**5.15 Communication Retention:** All communication regarding your rights will be retained for 7 years.","**5.15 שמירת התכתבות:** כל התכתבות בנושא זכויותיכם תישמר למשך 7 שנים.","**5.15 Хранение переписки:** Вся переписка касательно ваших прав будет храниться в течение 7 лет."
"privacy_policy_section_5_2","privacy","general","text","**5.2 Right of Correction:** You have the right to request correction or updating of incorrect or inaccurate information.","**5.2 זכות תיקון:** יש לכם זכות לבקש תיקון או עדכון של מידע שגוי או לא מדויק.","**5.2 Право исправления:** У вас есть право запросить исправление или обновление неверной или неточной информации."
"privacy_policy_section_5_3","privacy","general","text","**5.3 Right of Deletion:** You have the right to request deletion of your personal information, subject to legal limitations.","**5.3 זכות מחיקה:** יש לכם זכות לבקש מחיקת המידע האישי שלכם, בכפוף להגבלות חוקיות.","**5.3 Право удаления:** У вас есть право запросить удаление вашей персональной информации, с учетом правовых ограничений."
"privacy_policy_section_5_4","privacy","general","text","**5.4 Right of Restriction:** You have the right to request limitation of use of your information for certain purposes.","**5.4 זכות הגבלה:** יש לכם זכות לבקש הגבלת השימוש במידע שלכם למטרות מסוימות.","**5.4 Право ограничения:** У вас есть право запросить ограничение использования вашей информации для определенных целей."
"privacy_policy_section_5_5","privacy","general","text","**5.5 Right of Portability:** You have the right to receive a copy of your information in a structured, transferable format.","**5.5 זכות ניידות:** יש לכם זכות לקבל עותק של המידע שלכם בפורמט מובנה וניתן להעברה.","**5.5 Право переносимости:** У вас есть право получить копию вашей информации в структурированном, переносимом формате."
"privacy_policy_section_5_6","privacy","general","text","**5.6 Right of Objection:** You have the right to object to processing your information for direct marketing purposes.","**5.6 זכות התנגדות:** יש לכם זכות להתנגד לעיבוד המידע שלכם למטרות שיווק ישיר.","**5.6 Право возражения:** У вас есть право возражать против обработки вашей информации для целей прямого маркетинга."
"privacy_policy_section_5_7","privacy","general","text","**5.7 Consent Withdrawal:** You have the right to withdraw previously given consent for information processing.","**5.7 נסיגת הסכמה:** יש לכם זכות לחזור בכם מהסכמה שניתנה בעבר לעיבוד מידע.","**5.7 Отзыв согласия:** У вас есть право отозвать ранее данное согласие на обработку информации."
"privacy_policy_section_5_8","privacy","general","text","**5.8 Complaint:** You have the right to file a complaint with the Privacy Protection Authority in case of privacy violation.","**5.8 תלונה:** יש לכם זכות להגיש תלונה לרשות הגנת הפרטיות במקרה של הפרת פרטיות.","**5.8 Жалоба:** У вас есть право подать жалобу в Управление защиты конфиденциальности в случае нарушения конфиденциальности."
"privacy_policy_section_5_9","privacy","general","text","**5.9 Quick Response:** We commit to responding to your requests within 30 days.","**5.9 מענה מהיר:** אנו מתחייבים להשיב לבקשותיכם תוך 30 יום.","**5.9 Быстрый ответ:** Мы обязуемся отвечать на ваши запросы в течение 30 дней."
"privacy_policy_section_5_title","privacy","general","text","**5. Your Rights**","**5. זכויותיכם**","**5. Ваши права**"
"privacy_policy_section_6_1","privacy","general","text","**6.1 Cookie Types:** We use essential cookies, performance cookies, and marketing cookies to improve website experience.","**6.1 סוגי עוגיות:** אנו משתמשים בעוגיות חיוניות, עוגיות ביצועים ועוגיות שיווקיות לשיפור חוויית האתר.","**6.1 Типы файлов cookie:** Мы используем основные файлы cookie, файлы cookie производительности и маркетинговые файлы cookie для улучшения работы веб-сайта."
"privacy_policy_section_6_2","privacy","general","text","**6.2 Cookie Management:** You can manage and block cookies through your browser settings or through the cookie panel on our website.","**6.2 ניהול עוגיות:** ניתן לנהל ולחסום עוגיות דרך הגדרות הדפדפן שלכם או דרך פאנל העוגיות באתר שלנו.","**6.2 Управление файлами cookie:** Вы можете управлять и блокировать файлы cookie через настройки вашего браузера или через панель файлов cookie на нашем веб-сайте."
"privacy_policy_section_6_title","privacy","general","text","**6. Cookies and Tracking Technologies**","**6. עוגיות וטכנולוגיות מעקב**","**6. Файлы cookie и технологии отслеживания**"
"privacy_policy_section_7_1","privacy","general","text","**7.1 Retention Period:** We retain your personal information for 7 years from service completion, or until you request its deletion.","**7.1 תקופת שמירה:** אנו שומרים את המידע האישי שלכם למשך 7 שנים מסיום השירות, או עד שתבקשו את מחיקתו.","**7.1 Период хранения:** Мы храним вашу персональную информацию в течение 7 лет с момента завершения обслуживания или до тех пор, пока вы не запросите ее удаление."
"privacy_policy_section_7_10","privacy","general","text","**7.10 Early Notifications:** We will notify you in advance of planned deletion of your information.","**7.10 הודעות מוקדמות:** נודיע לכם מראש על מחיקה מתוכננת של המידע שלכם.","**7.10 Предварительные уведомления:** Мы уведомим вас заранее о запланированном удалении вашей информации."
"privacy_policy_section_7_11","privacy","general","text","**7.11 Partial Retention:** In some cases, we retain part of the information for anonymous statistical purposes.","**7.11 שמירה חלקית:** במקרים מסוימים אנו שומרים חלק מהמידע למטרות סטטיסטיות אנונימיות.","**7.11 Частичное хранение:** В некоторых случаях мы сохраняем часть информации для анонимных статистических целей."
"privacy_policy_section_7_12","privacy","general","text","**7.12 Emergency Recovery:** We maintain emergency recovery capability for a limited period.","**7.12 שחזור חירום:** אנו שומרים על יכולת שחזור חירום לתקופה מוגבלת.","**7.12 Экстренное восстановление:** Мы поддерживаем возможность экстренного восстановления в течение ограниченного периода."
"privacy_policy_section_7_2","privacy","general","text","**7.2 Legal Retention:** In certain cases, we are required to retain information for longer periods according to legal requirements.","**7.2 שמירה חוקית:** במקרים מסוימים אנו נדרשים לשמור מידע לתקופות ארוכות יותר על פי דרישות חוק.","**7.2 Правовое хранение:** В определенных случаях мы обязаны хранить информацию в течение более длительных периодов согласно правовым требованиям."
"privacy_policy_section_7_3","privacy","general","text","**7.3 Automatic Deletion:** Information no longer needed is automatically deleted on predetermined dates.","**7.3 מחיקה אוטומטית:** מידע שאינו נחוץ עוד נמחק אוטומטית בתאריכים קבועים מראש.","**7.3 Автоматическое удаление:** Информация, которая больше не нужна, автоматически удаляется в заранее определенные даты."
"privacy_policy_section_7_4","privacy","general","text","**7.4 Secure Archive:** Historical information is kept in specially encrypted and protected archives.","**7.4 ארכיון מאובטח:** מידע היסטורי נשמר בארכיונים מוצפנים ומוגנים במיוחד.","**7.4 Безопасный архив:** Историческая информация хранится в специально зашифрованных и защищенных архивах."
"privacy_policy_section_7_5","privacy","general","text","**7.5 Archive Access:** Access to archived information is limited to a small number of authorized employees.","**7.5 גישה לארכיון:** הגישה למידע ארכיוני מוגבלת למספר קטן של עובדים מורשים.","**7.5 Доступ к архиву:** Доступ к архивной информации ограничен небольшим количеством авторизованных сотрудников."
"privacy_policy_section_7_6","privacy","general","text","**7.6 Periodic Review:** We periodically review the need to retain old information.","**7.6 סקירה תקופתית:** אנו בוחנים תקופתית את הצורך בשמירת מידע ישן.","**7.6 Периодический обзор:** Мы периодически проверяем необходимость хранения старой информации."
"privacy_policy_section_7_7","privacy","general","text","**7.7 Secure Deletion:** All information deletion is performed securely and irreversibly.","**7.7 מחיקה מאובטחת:** כל מחיקת מידע מבוצעת באופן מאובטח ובלתי הפיך.","**7.7 Безопасное удаление:** Все удаление информации выполняется безопасно и необратимо."
"privacy_policy_section_7_8","privacy","general","text","**7.8 Deletion Documentation:** Every deletion operation is documented and audited.","**7.8 תיעוד מחיקה:** כל פעולת מחיקה מתועדת ונבדקת.","**7.8 Документирование удаления:** Каждая операция удаления документируется и проверяется."
"privacy_policy_section_7_9","privacy","general","text","**7.9 Backups:** Backups are stored separately and deleted according to the established schedule.","**7.9 גיבויים:** גיבויים נשמרים בנפרד ונמחקים על פי לוח הזמנים הקבוע.","**7.9 Резервные копии:** Резервные копии хранятся отдельно и удаляются согласно установленному графику."
"privacy_policy_section_7_title","privacy","general","text","**7. Information Retention**","**7. שמירת מידע**","**7. Хранение информации**"
"privacy_policy_section_8_1","privacy","general","text","**8.1 Age Restriction:** Our services are intended for ages 18 and above. We do not knowingly collect personal information from minors under 18.","**8.1 הגבלת גיל:** השירותים שלנו מיועדים לבני 18 ומעלה. איננו אוספים במודע מידע אישי מקטינים מתחת לגיל 18.","**8.1 Возрастное ограничение:** Наши услуги предназначены для лиц от 18 лет и старше. Мы сознательно не собираем персональную информацию от несовершеннолетних младше 18 лет."
"privacy_policy_section_8_2","privacy","general","text","**8.2 Minor Identification:** If we discover we have collected information from a minor, we will delete it immediately.","**8.2 זיהוי קטינים:** אם נגלה שאספנו מידע מקטין, נמחק אותו מיידית.","**8.2 Идентификация несовершеннолетних:** Если мы обнаружим, что собрали информацию от несовершеннолетнего, мы немедленно удалим ее."
"privacy_policy_section_8_3","privacy","general","text","**8.3 Parents and Guardians:** Parents and guardians are welcome to contact us if they suspect their child has used our services.","**8.3 הורים ואפוטרופוסים:** הורים ואפוטרופוסים מוזמנים לפנות אלינו אם הם חושדים שילדם השתמש בשירותים שלנו.","**8.3 Родители и опекуны:** Родители и опекуны могут обратиться к нам, если подозревают, что их ребенок использовал наши услуги."
"privacy_policy_section_8_title","privacy","general","text","**8. Minors**","**8. קטינים**","**8. Несовершеннолетние**"
"privacy_policy_section_9_1","privacy","general","text","**9.1 Privacy Protection Law:** We operate in accordance with the Privacy Protection Law, 1981 and its regulations.","**9.1 חוק הגנת הפרטיות:** אנו פועלים בהתאם לחוק הגנת הפרטיות, התשמ"א-1981 ותקנותיו.","**9.1 Закон о защите конфиденциальности:** Мы действуем в соответствии с Законом о защите конфиденциальности 1981 года и его положениями."
"privacy_policy_section_9_2","privacy","general","text","**9.2 Processing Principles:** Processing your information is based on the following principles:","**9.2 עקרונות עיבוד:** עיבוד המידע שלכם מבוסס על העקרונות הבאים:","**9.2 Принципы обработки:** Обработка вашей информации основана на следующих принципах:"
"privacy_policy_section_9_2_1","privacy","general","text","**9.2.1** Legality, fairness, and transparency in information processing","**9.2.1** חוקיות, הגינות ושקיפות בעיבוד מידע","**9.2.1** Законность, справедливость и прозрачность в обработке информации"
"privacy_policy_section_9_2_10","privacy","general","text","**9.2.10** Providing possibility to withdraw consent","**9.2.10** מתן אפשרות לחזור בהסכמה","**9.2.10** Предоставление возможности отозвать согласие"
"privacy_policy_section_9_2_11","privacy","general","text","**9.2.11** Enhanced protection for sensitive data","**9.2.11** הגנה מוגברת על נתונים רגישים","**9.2.11** Усиленная защита конфиденциальных данных"
"privacy_policy_section_9_2_12","privacy","general","text","**9.2.12** Privacy impact assessment","**9.2.12** הערכת השפעה על הפרטיות","**9.2.12** Оценка воздействия на конфиденциальность"
"privacy_policy_section_9_2_13","privacy","general","text","**9.2.13** Security by design and by default","**9.2.13** אבטחה לפי תכנון ולפי ברירת מחדל","**9.2.13** Безопасность по дизайну и по умолчанию"
"privacy_policy_section_9_2_14","privacy","general","text","**9.2.14** Appointment of data protection officer","**9.2.14** מינוי קצין הגנת נתונים","**9.2.14** Назначение сотрудника по защите данных"
"privacy_policy_section_9_2_15","privacy","general","text","**9.2.15** Reporting security breaches","**9.2.15** דיווח על הפרות אבטחה","**9.2.15** Сообщение о нарушениях безопасности"
"privacy_policy_section_9_2_16","privacy","general","text","**9.2.16** Conducting periodic privacy audits","**9.2.16** ביצוע ביקורות פרטיות תקופתיות","**9.2.16** Проведение периодических аудитов конфиденциальности"
"privacy_policy_section_9_2_17","privacy","general","text","**9.2.17** Training employees on privacy matters","**9.2.17** הדרכת עובדים בנושאי פרטיות","**9.2.17** Обучение сотрудников вопросам конфиденциальности"
"privacy_policy_section_9_2_2","privacy","general","text","**9.2.2** Purpose limitation - processing for defined and legitimate purposes only","**9.2.2** הגבלת מטרה - עיבוד למטרות מוגדרות וחוקיות בלבד","**9.2.2** Ограничение цели - обработка только для определенных и законных целей"
"privacy_policy_section_9_2_3","privacy","general","text","**9.2.3** Minimization - collecting minimal information required for the purpose","**9.2.3** מינימיזציה - איסוף מידע מינימלי הנדרש למטרה","**9.2.3** Минимизация - сбор минимальной информации, необходимой для цели"
"privacy_policy_section_9_2_4","privacy","general","text","**9.2.4** Accuracy - maintaining correctness and currency of information","**9.2.4** דיוק - שמירה על נכונות ועדכניות המידע","**9.2.4** Точность - поддержание правильности и актуальности информации"
"privacy_policy_section_9_2_5","privacy","general","text","**9.2.5** Storage time limitation","**9.2.5** הגבלת זמן אחסון","**9.2.5** Ограничение времени хранения"
"privacy_policy_section_9_2_6","privacy","general","text","**9.2.6** Information integrity and confidentiality","**9.2.6** שלמות וסודיות המידע","**9.2.6** Целостность и конфиденциальность информации"
"privacy_policy_section_9_2_7","privacy","general","text","**9.2.7** Accountability and compliance proof","**9.2.7** אחריות והוכחת עמידה","**9.2.7** Подотчетность и доказательство соответствия"
"privacy_policy_section_9_2_8","privacy","general","text","**9.2.8** Full transparency towards data subjects","**9.2.8** שקיפות מלאה כלפי נושאי הנתונים","**9.2.8** Полная прозрачность по отношению к субъектам данных"
"privacy_policy_section_9_2_9","privacy","general","text","**9.2.9** Obtaining explicit and informed consent","**9.2.9** קבלת הסכמה מפורשת ומדעת","**9.2.9** Получение явного и осознанного согласия"
"privacy_policy_section_9_3","privacy","general","text","**9.3 Database Registration:** Our database is legally registered in the database registry.","**9.3 רישום מאגר:** מאגר הנתונים שלנו רשום כחוק במרשם המאגרים.","**9.3 Регистрация базы данных:** Наша база данных законно зарегистрирована в реестре баз данных."
"privacy_policy_section_9_4","privacy","general","text","**9.4 Data Protection Officer:** We have appointed a data protection officer responsible for implementing privacy policy.","**9.4 קצין הגנת נתונים:** מינינו קצין הגנת נתונים האחראי על יישום מדיניות הפרטיות.","**9.4 Сотрудник по защите данных:** Мы назначили сотрудника по защите данных, ответственного за реализацию политики конфиденциальности."
"privacy_policy_section_9_5","privacy","general","text","**9.5 Training:** All employees undergo periodic training on privacy protection matters.","**9.5 הדרכה:** כל העובדים עוברים הדרכה תקופתית בנושאי הגנת פרטיות.","**9.5 Обучение:** Все сотрудники проходят периодическое обучение по вопросам защиты конфиденциальности."
"privacy_policy_section_9_6","privacy","general","text","**9.6 External Audits:** We conduct periodic external audits to ensure legal compliance.","**9.6 ביקורות חיצוניות:** אנו עורכים ביקורות חיצוניות תקופתיות להבטחת עמידה בחוק.","**9.6 Внешние аудиты:** Мы проводим периодические внешние аудиты для обеспечения соответствия закону."
"privacy_policy_section_9_title","privacy","general","text","**9. Privacy Law Compliance**","**9. עמידה בחוק הגנת הפרטיות**","**9. Соответствие закону о конфиденциальности**"
"privacy_policy_text","privacy","general","text","Mortgage Comparison Ltd., P.O. Box 516205713 ("Company") welcomes your choice to view the BANKIM ONLINE website operating at https://bankimonline.com/ ("Website"). BANKIM ONLINE is a website that provides a convenient online platform for mortgage comparison that provides mortgage and credit offers from banks according to data entered by the user ("digital process"), and also the site presents information about mortgage consulting services provided by the company ("services").

1. Website Usage:

1.1. These terms and conditions of use constitute a binding agreement between you, whether privately or through a corporation ("you"), and the website regarding viewing and using the website on any computer or any other communication device such as a mobile phone, tablet computers, etc., and it also applies to the use of the website whether through the Internet or through any other network or means of communication.

1.2. Viewing and/or using the website in any form, including simple browsing, downloading information from the website, sending inquiries through the website, etc., constitutes agreement on your part to all the terms set forth in these terms.","Mortgage Comparison Ltd., ת.ד. 516205713 ("החברה") מברכת על בחירתכם לצפות באתר BANKIM ONLINE הפועל בכתובת https://bankimonline.com/ ("האתר"). BANKIM ONLINE הוא אתר המספק פלטפורמה נוחה לבדיקת משכנתאות המספקת הצעות משכנתא ואשראי מבנקים בהתאם לנתונים שמזין המשתמש ("התהליך הדיגטלי"), וכן מוצג באתר מידע על שירותי ייעוץ משכנתא המסופקים על ידי החברה ("השירותים").

1. שימוש באתר:

1.1. תקנון זה מהווה הסכם מחייב בינכם, בין באופן פרטי ובין באמצעות תאגיד ("אתם"), לבין האתר בכל הנוגע לצפייה ושימוש באתר במחשב כלשהו או בכל מכשיר תקשורת אחר כגון טלפון נייד, מחשבי לוח וכדומה, וכן הוא חל על השימוש באתר בין באמצעות האינטרנט ובין באמצעות כל רשת או אמצעי תקשורת אחר.

1.2. הצפייה ו/או השימוש באתר בכל צורה שהיא, לרבות גלישה פשוטה, הורדת מידע מהאתר, שליחת פניות דרך האתר וכיו"ב, מהווים הסכמה מצידכם לכלל התנאים הקבועים בתקנון זה.","Mortgage Comparison Ltd., рег. номер 516205713 ("Компания") приветствует ваш выбор посетить сайт BANKIM ONLINE, работающий по адресу https://bankimonline.com/ ("Сайт"). BANKIM ONLINE - это сайт, предоставляющий удобную платформу для проверки ипотечных кредитов, которая предоставляет предложения по ипотеке и кредитам от банков в соответствии с данными, вводимыми пользователем ("Цифровой процесс"), а также на сайте представлена информация об ипотечных консультационных услугах, предоставляемых Компанией ("Услуги").

1. Использование сайта:

1.1. Данное положение составляет обязывающее соглашение между вами, как в частном порядке, так и через корпорацию ("Вы"), и Сайтом в отношении просмотра и использования сайта на любом компьютере или любом другом коммуникационном устройстве, таком как мобильные телефоны, планшеты и т.д., и также применяется к использованию сайта как через Интернет, так и через любую другую сеть или средство связи.

1.2. Просмотр и/или использование сайта в любой форме, включая простой просмотр, загрузку информации с сайта, отправку запросов через сайт и т.д., составляет согласие с вашей стороны на все условия, установленные в данном положении."
"privacy_policy_title","privacy","general","text","Privacy Policy","מדיניות פרטיות","Политика конфиденциальности"
